TWEETID		DATE	TWEET	USERID	ACTIVIT0 (0/1/0)	ACTIVITY	POS tag	CORRECT			
21824760855	vanavond	2010-08-22 12:00:00	Vanavond Quiz Night! Doldwaze kennisquiz, met leuke prijzen. Kom ook en doe gezellig mee!	24786772	1						
21824772746	vanavond	2010-08-22 12:00:00	RT @AMBR_: vanavond komt dirty dancing op tv, wie gaat kijken?/ echt? Ow wist ik niet eens;p	52143961	1						
21824778953	vanavond	2010-08-22 12:00:00	Pff net wakker, zusje wakker maken, even douchen, cadeau voor mams halen en vanavond lekker eten bij paps ♥	66430836	0	eten paps	WW(inf,vrij,zonder) N(soort,ev,basis,zijd,stan)	0.5			
21824806408	vanavond	2010-08-22 12:00:00	RT @yaeeeeeel: Vanavond om 18:05 eerste aflevering van het nieuwe seizoen van the hills!	121538280	1						
21824816424	vanavond	2010-08-22 12:00:00	@mr_fuzzz nee dan kan ik vanavond niet goed slapen morgen werken	160879496	1						
21827852609	vanavond	2010-08-22 13:00:00	Okee vanavond sowieso naar Sail met @RomyVerhoeven en @xLinnnde ! En dan maandag komt Ro slapen, dan dinsdag ook gezellig, en woensdag AJAX!	30424736	0	naar sail	VZ(init) N(soort,ev,basis,onz,stan)	1			
21827893426	vanavond	2010-08-22 13:00:00	Vanavond weer #BBQ? Er ligt nog genoeg vlees. Bier is wel zo goed als op.	73737122	0	 bbq	[u'ADJ(vrij,basis,zonder)']	1			
21827895825	vanavond	2010-08-22 13:00:00	@eenjurk Vanavond naar Nick en Simon, met in de auto de muziek van Jurk! De avond kan niet meer stuk!	110434319	0	naar nick	VZ(init) N(soort,ev,basis,zijd,stan)	0.5			
21827908155	vanavond	2010-08-22 13:01:00	In de trein naar lelystad, daarna naar lowlands! Vanavond deadmau5 #YES	72509932	0	deadmau5 yes	N(soort,ev,basis,zijd,stan) SPEC(vreemd)	0.25			
21827908919	vanavond	2010-08-22 13:01:00	@NIE_NAAH ben je al terug of vanavond pas?	110446144	1						
21831460631	vanavond	2010-08-22 14:00:00	En wat ziet mijn oog, vanavond een nieuwe aflevering van Grenzeloos Verliefd #net5	177278687	1						
21831467810	vanavond	2010-08-22 14:00:00	RT @nadiahummel: nog even uurtje op de beneden zitten, en dan naar me schatje #bankenbodegraven / wejoooo ik ben vanavond ook @ bodegraven	28815906	1						
21831468994	vanavond	2010-08-22 14:00:00	RT @DuJimson: vanavond zal der vast ook wel weer niks zijn	112541729	1						
21831475876	vanavond	2010-08-22 14:00:00	@AbigailMorgaine He wat rot voor je zeg. Hihi. Maar ga je vanavond nog willaerts dan?	82564399	1						
21831476128	vanavond	2010-08-22 14:00:00	"Zal ik The Notebook vanavond weer kijken? Of is dat iets té? ;\D"""	141285826	1						
21835643437	vanavond	2010-08-22 15:00:00	@LarsLV eyoo wie komen er allemaal vanavond? Ik kom miss ook wel ff langs if it is possible?	173422275	1						
21835648195	vanavond	2010-08-22 15:00:00	Vanavond sluiten we de zomer knallend af met the last summer night! En het mooie is; de entree is gratis!	89973699	0	sluiten zomer	WW(inf,vrij,zonder) N(soort,ev,basis,zijd,stan)	0.5			
21835665810	vanavond	2010-08-22 15:00:00	met terug van verjaardag, straks naar de jacht-haven en vanavond met me zus naar de kermis yeeee :D:D:D:D	151060921	0	naar kermis	VZ(init) N(soort,ev,basis,zijd,stan)	1			
21835698630	vanavond	2010-08-22 15:01:00	En vanavond naar sail, maar ben wel dooodmoe.	90160748	0	naar sail	VZ(init) N(soort,ev,basis,onz,stan)	1			
21835715137	vanavond	2010-08-22 15:01:00	RT @Riannee__: Praat niet want je maakt me alleen maar nog meer moe • Rianne, kom je nou dan vanavond naar me huisje toe :$ ?	143930999	1						
21839909592	vanavond	2010-08-22 16:00:00	Lekker aan het werk. Collegas houden me blij, maar ik ben #moe. Vanavond tot half 11, morhen half 8 beginnen. #oladiejee #sail.	108931120	1						
21839918250	vanavond	2010-08-22 16:00:00	Eten met de schoonfamilie (chinees) lekker gezellig!!! Straks voetbal kijken en misschien vanavond een filmpie (Salt) #rustug	106687257	0	kijken filmpie	N(soort,ev,basis,zijd,stan) SPEC(vreemd)	1			
21839921715	vanavond	2010-08-22 16:00:00	@jorrimprins @jv050 @_nnemarie suus en ik gaan vanavond ook mee oké ?	125411416	1						
21839958156	vanavond	2010-08-22 16:00:00	Voor als je vanavond iets nieuws wilt uit proberen... http://twitpic.com/2h7okw	22018870	1						
21839974916	vanavond	2010-08-22 16:01:00	ik denk dat ik vanavond gewoon rustig een filmpje ga kijken	111863830	0	filmpje kijken	N(soort,ev,dim,onz,stan) WW(inf,vrij,zonder)	1			
21843919366	vanavond	2010-08-22 17:00:00	Vanavond Paul Verhoeven #zg...de man waar ik in 1977 nog een avondje over de vloer ben geweest ! #vergeetiknooitmeer	28999594	1						
21843920878	vanavond	2010-08-22 17:00:00	Douche, eten, show kijken & vanavond naar de discotheek met piraten thema @ De camping	106029789	0	show kijken	N(soort,ev,basis,zijd,stan) WW(inf,vrij,zonder)	0			
21843922079	vanavond	2010-08-22 17:00:00	@djflexr Haha jawel, massage was ook lekker geweest. Nog plannen voor vanavond?	99734109	1						
21843928549	vanavond	2010-08-22 17:00:00	@MatthijsvdBergg goed idee, jammer dat ik niet weg mag vanavond	148653176	1						
21843937355	vanavond	2010-08-22 17:00:00	wat te doen vanavond?	40219758	1						
21847539072	vanavond	2010-08-22 18:00:00	"Kijk vanavond om 20:30 naar de Film \Dirty dancing\"" op RTL 5 - http://bit.ly/axPCGX #film"""	31713761	1						
21847541071	vanavond	2010-08-22 18:00:00	Reactie door boomer; Vanavond hebben we deze saus met pangasiusfilet gegeten en puree met sla, het was... http://kookjij.nu/xvT8wG	42867801	1						
21847552997	vanavond	2010-08-22 18:00:00	Dat was het dan alweer, de Varsseveldse Volksfeesten 2010. Vanavond maar eens flink de achterstallige slaap inhalen.	110131370	0	slaap inhalen	N(soort,ev,basis,zijd,stan) WW(inf,vrij,zonder)	1			
21847553602	vanavond	2010-08-22 18:00:00	@sannejanssen dan moet ik gewoon vanavond door gaan ha ha	145279465	1						
21847569583	vanavond	2010-08-22 18:00:00	RT @Mereldevries2: RT @jeremyparsser: Wat te doen vanavond....?????	47694952	1						
21898960888	vanavond	2010-08-23 09:00:00	@RubenBoidin Jawel, ik wou er vanavond een blogpostje aan wijden... #wreckthisjournal #vindikleuk	84173958	0	blogpostje wijden	N(soort,ev,dim,onz,stan) WW(inf,vrij,zonder)	0.5			
21898968076	vanavond	2010-08-23 09:00:00	Zo naaar Rooos, afsprakeen makeen over film vanavond met, Rolf, Louis, Sam, Jan, Andreas, Oliver, jacobieen, roos en ik,xd	179623223	0	film met	N(soort,ev,basis,zijd,stan) VZ(init)	0			
21898981029	vanavond	2010-08-23 09:00:00	Nog steeds spierpijn van de zwemloop van zaterdag. Vanavond rustig uitlopen. Of toch maar zware strandtraining?	84793967	0	rustig uitlopen	ADJ(vrij,basis,zonder) WW(inf,vrij,zonder)	1			
21899032478	vanavond	2010-08-23 09:01:00	gvd ik WIL dus wel trainen vanavond maar mn kuit doet facking pijn.	152429833	0	trainen kuit	WW(inf,vrij,zonder) N(soort,ev,basis,zijd,stan)	0.25			
21899041300	vanavond	2010-08-23 09:01:00	Vanavond weer trainen en ik moet nog naar de stad voor nieuwe kicksen *zucht*	89929180	0	naar stad	VZ(init) N(soort,ev,basis,zijd,stan)	0			
21901647909	vanavond	2010-08-23 10:00:00	Vanmiddag de straat op. Eens kijken hoe het er toegaat. Vanavond vrij. Morgen meeting met ILO. Morgenmiddag pakken en morgenavond..Back home	86078200	1						
21901653474	vanavond	2010-08-23 10:00:00	Omkleden, eten, en dan theorie leren. Vanavond filmpje doen met Chantal @ home	180441227	0	chantal home	N(soort,ev,basis,zijd,stan) SPEC(vreemd)	0			
21901655426	vanavond	2010-08-23 10:00:00	Vanavond 20:00 in twitterchat #blogpraat: (beter) schrijven voor je blog. Met input van o.a. @Elsbrouwer en @StanLenssen.	111704957	1						
21901673816	vanavond	2010-08-23 10:00:00	@moon88 Wat denk je? Zullen we het weer trotseren en de sportschool vanavond weer eens vereren met ons bezoek? ;)	26588081	1						
21901712666	vanavond	2010-08-23 10:01:00	@xMilouuu ik wil ook wel iets leuks ter beschikking stellen voor je winactie hoor! Herinner me er vanavond even aan!	134462903	1						
21904573332	vanavond	2010-08-23 11:00:00	vanmiddag geen wolkje meer te zien op buienradar. Hoop dat het zo blijft dan vanavond weers lekker chilling!	128221220	1						
21904576297	vanavond	2010-08-23 11:00:00	Lekker gesport :) Vanavond naar de fysio, ben benieuwd wat zij heeft te vertellen.	23738880	0	naar fysio	VZ(init) N(soort,ev,basis,zijd,stan)	1			
21904592011	vanavond	2010-08-23 11:00:00	Zelf eten koken vanavond :(   help help ...iemand suggesties ??	33529381	0	eten koken	N(soort,ev,basis,onz,stan) WW(inf,vrij,zonder)	1			
21904593645	vanavond	2010-08-23 11:00:00	Me dagje vliegt om vandaag! Vanavond naar de tent.	152645855	0	naar tent	VZ(init) N(soort,ev,basis,zijd,stan)	1			
21904614982	vanavond	2010-08-23 11:01:00	@rannie91 ja het word zowiezo vanavond.	103850684	1						
21907819373	vanavond	2010-08-23 12:00:00	@analoeskah Gelukkig kom je vanavond weer terug uit Griekenland. Ik mis je tweets	146351483	0	uit griekenland	VZ(init) N(soort,ev,basis,onz,stan)	0			
21907844363	vanavond	2010-08-23 12:00:00	RT @DansheloRogerss: @YoungSootje moet ik vanavond wat online gooien ? • Tuurlijk !!	101787856	1						
21907849752	vanavond	2010-08-23 12:00:00	Vanavond eerste training met de jongens. Woensdag met de meisjes	124426600	0	training jongens	N(soort,ev,basis,zijd,stan) N(soort,mv,basis)	0.5			
21907892440	vanavond	2010-08-23 12:01:00	ik doe vandaag gewoon niks, vanavond wel chillen met @R_Bastiaanse en zijn iphone 4	68964876	0	r_bastiaanse iphone	ADJ(prenom,basis,met-e,stan) N(soort,ev,basis,zijd,stan)	0			
21907893629	vanavond	2010-08-23 12:01:00	#DartsTopTraining vanavond. Goed dat ik mijn eerste potje ff kan opwarmen!	181873399	0	dartstoptraining 	[u'N(soort,ev,basis,zijd,stan)']	1			
21911816165	vanavond	2010-08-23 13:00:00	RT @CHANELLABABY: RT @Bangg_Bros: wie komt vanavond eten voor mij brengen =(	117554342	1						
21911828613	vanavond	2010-08-23 13:00:00	Zaterdag naar Hellendoorn geweest. :) Was wel t hele weekend misselijk. Eerste dag school gehad. Vanavond weer Aikido. Heb mn #jurk cd. n_n	164023106	0	 aikido	[u'N(soort,ev,basis,zijd,stan)']	1			
21911840135	vanavond	2010-08-23 13:00:00	@GuuZ nee profiel foto..ik probeer het vanavond nog wel een keer	129608705	1						
21911849226	vanavond	2010-08-23 13:00:00	nu ff lekker op de bank vanavond weg met tessie	142755203	0	bank  tessie	[u'N(soort,ev,basis,zijd,stan)', u'N(soort,ev,basis,zijd,stan)']	0			
21911858255	vanavond	2010-08-23 13:00:00	"\@kevintje1994: Vanavond upload ik een nieuwe foto!\""&lt;&lt; Ewaaaaa!"""	172397740	0	nieuwe foto	ADJ(prenom,basis,met-e,stan) N(soort,ev,basis,zijd,stan)	0			
21916092061	vanavond	2010-08-23 14:00:00	RT @DANLL_ WAAAAAAR IS @Vivvv_ DANNN ? / Hahahaha ik was bezig, is het goed als ik 't vanavond vertel ? :)	140184249	1						
21916109346	vanavond	2010-08-23 14:00:00	@janpaul hmm op mijn iphone lukt dat niet. Doe ik vanavond wel op mijn laptop. Kun je de link dm-en?	103537403	1						
21916111160	vanavond	2010-08-23 14:00:00	@Claudiiaa01 ja eigenlijk wel.. maar dat is een laaaang verhaal! moet je vnvnd werken?	18342482	1						
21916114287	vanavond	2010-08-23 14:00:00	@BabyLatinaa: RT @Braziil91: Vanavond werken , zonde van me avond he tog ja tog«iid zonde!!! Wanneer begin je bij je nieuwe stage?? /1sept	152994730	1						
21916123822	vanavond	2010-08-23 14:00:00	al hele dag binnen zitten, maar het ziet er zo koud uit buiten huaha, vanavond wel eventjes naar buiten dan maar @ nu kamer opruimen	170340662	0	kamer opruimen	N(soort,ev,basis,zijd,stan) WW(inf,vrij,zonder)	1			
21920267279	vanavond	2010-08-23 15:00:00	Vaatwasser draait, badkamer is schoon en ik ben meteen weer moe... Even uitpuffen en eten en vanavond met manlief het één en ander opruimen.	115975171	0	eten manlief	WW(inf,vrij,zonder) N(soort,ev,basis,zijd,stan)	0.5			
21920268934	vanavond	2010-08-23 15:00:00	Gewerkt aan het kledingplan voor de DOS'37 jeugd en voor de RM Academie. Vanavond lekker VI lezen en kijken.	44572140	0	lezen kijken	WW(inf,nom,zonder,zonder-n) WW(inf,vrij,zonder)	0.5			
21920272689	vanavond	2010-08-23 15:00:00	#jippie nieuwe boxen gezien dat word dus sparen of lenen pff haha ik denk dat het lenen word haha vanavond pap en mam even lief aankijken	181135953	1						
21920283752	vanavond	2010-08-23 15:00:00	zo zo, wat een dagje op het werk gehad weer...vanavond lekker in het nieuwe huisje gaan kijken. Effe op de  #koffie bij de oude bewoners!	36636367	0	huisje gaan	N(soort,ev,dim,onz,stan) WW(inf,vrij,zonder)	0			
21920293249	vanavond	2010-08-23 15:00:00	Hey! @eenjurk helaas kan ik vanavond niet komen, omdat mijn oma net is gestorven. Maar ik wil jullie graag veel succes wensen voor vanavond!	47572192	1						
21924354647	vanavond	2010-08-23 16:00:00	RT @michelhartog: @Marcobrugman wat doe je vanavond?-ben bij arjan maar na half 11 niks	142805515	1						
21924360336	vanavond	2010-08-23 16:00:00	“@rjfalcon: @Yazzzy_ Ja jij krijgt geen kortingscode :$. Als je vanavond langskomt krijg je er wel een :$ Hihi. xx”. Uuuuuhw oke:D Deal!! ()	59449935	1						
21924366223	vanavond	2010-08-23 16:00:00	Planning voor vanavond: hardlopen en dan een slechte kinderfilm kijken	81160264	0	kinderfilm kijken	N(soort,ev,basis,zijd,stan) WW(inf,vrij,zonder)	1			
21924384546	vanavond	2010-08-23 16:00:00	Nieuwsgierig?! Nog slechts 2 uurtjes, dan weer #blogpraat. Vanavond 20:00 in twitterchat #blogpraat: beter tekstchrijven voor je blog.	21894236	1						
21924395992	vanavond	2010-08-23 16:00:00	Weer thuis. Crisis, wat te doen vanavond? Weet iemand iets? Kutzwolle..	40666522	1						
21928328546	vanavond	2010-08-23 17:00:00	gaat vanavond naar een vergadering... Benieuwd of het de moeite zal zijn. Ik gok op tijdverspilling...	17268715	0	naar vergadering	VZ(init) N(soort,ev,basis,zijd,stan)	1			
21928328690	vanavond	2010-08-23 17:00:00	Vanavond ga ik toch maar weer eens de deur uit. Ik kan echt niet binnenzitten.. voor het eerstnaar het Ketelhuis.	149055389	0	deur uit	N(soort,ev,basis,zijd,stan) VZ(fin)	1			
21928345496	vanavond	2010-08-23 17:00:00	Vanavond weer fractie. Bezuinigingen voorbereiden. Hoe kun je daar nu in 10 minuten alles over zeggen wat belangrijk is... Keuzes keuzes..	72634277	1						
21928359915	vanavond	2010-08-23 17:00:00	gaat iets nog mee zitten vanavond?	91548326	1						
21928366952	vanavond	2010-08-23 17:00:00	@patriesnardi  Het allerbelangrijkste geregeld, dus! Veel plezier vanavond met de voorbereidingen en je eigen memories...	92360118	1						
21931998072	vanavond	2010-08-23 18:00:00	Ja duh, zeg dan ook wat voor nieuws! RT @StephanJourdan: Ah..Goed nieuws in huize jourdan. Gaan we vanavond intiem vieren.	18985276	0	intiem vieren	ADJ(vrij,basis,zonder) WW(inf,vrij,zonder)	1			
21932006015	vanavond	2010-08-23 18:00:00	@chris_1085 Vanavond beentjes omhoog en Pukkelpop-special van Canvas kijken. Weten we wat we gemist hebben door die ellendige dubstep.	61039429	0	canvas kijken	N(soort,ev,basis,onz,stan) WW(inf,vrij,zonder)	0			
21932025981	vanavond	2010-08-23 18:00:00	ben wel supermoe, als dat geen teken is van 'vanavond vroeg slapen' weet ik 't oook niet meer!	149206056	1						
21932028486	vanavond	2010-08-23 18:00:00	@maaikelisa eindelijk, dus toch wel vanavond. ik zie hem morgen wel xx	126569736	1						
21932030551	vanavond	2010-08-23 18:00:00	Wie vanavond zn tv om half 9 op net 5 zet is cool!	120105042	1						
21986035925	vanavond	2010-08-24 09:00:00	wake uppp! opschieten over een uurtje dave hier en vanavond lekker bakkie doen met papa en dave.	158421609	0	bakkie papa	N(soort,ev,dim,onz,stan) N(soort,ev,basis,zijd,stan)	0.5			
21986038871	vanavond	2010-08-24 09:00:00	Straks ff met mams en Nien richting Goor boodschapjes doen en dan vanavond pizza's bakken voor the whole family. :)	180839213	0	pizzas bakken	N(soort,ev,basis,onz,stan) WW(inf,vrij,zonder)	1			
21986043376	vanavond	2010-08-24 09:00:00	Vanavond show op studentparty in amsterdam !! Ik ben er nu al klaar voor !!	25728004	0	studentparty amsterdam	N(soort,ev,basis,zijd,stan) N(soort,ev,basis,onz,stan)	1			
21986059227	vanavond	2010-08-24 09:00:00	Lekker hoor spierpijn. Vanavond weer trainen. Hopen dat het gaat.	93042177	0	 trainen	[u'WW(inf,vrij,zonder)']	1			
21986069387	vanavond	2010-08-24 09:01:00	Jaaaa nu wordt die helemaal mooi, nu mag ik ook alvast aardappels chillen vooor vanavond?!!!	161360162	1						
21988676992	vanavond	2010-08-24 10:00:00	Vanavond op de buis: ... Check aanvangstijden op http://mrmovie.nl	6614062	1						
21988685496	vanavond	2010-08-24 10:00:00	@aadtje  Ik ga er vanavond 1 halen bij iemand, de 2e moet nog komen. Maar als ik ze heb en ik krijg nog een aanbod zal ik aan je denken!	35698258	0	aadtje ik halen iemand	N(soort,ev,dim,onz,stan) VNW(pers,pron,nomin,vol,1,ev) WW(inf,vrij,zonder) VNW(onbep,pron,stan,vol,3p,ev)	0			
21988688739	vanavond	2010-08-24 10:00:00	RT @jagero Vanavond, 20-22 uur doet Gouwestad radio #Indee2000 #LL10 nog eens dunnetjes over. Te gast is Willem Roose DJ/recensent/auteur	19255987	1						
21988710088	vanavond	2010-08-24 10:00:00	@Jaixy het schiet net me nek in.. Verga zowat van de pijn dus weet nu nog niet of ik kan vanavond.. :(	21565560	1						
21988718758	vanavond	2010-08-24 10:00:00	Vanavond in #spijkraad: Live vergaderingen worden uitgezonden via internet... zonder beeld. Lees de mening van Trots: http://bit.ly/bMvwDH	61718149	1						
21991602095	vanavond	2010-08-24 11:00:00	nu naar wolvega, net al de post rondgebracht & gegeten. tott vanavond ofzo. xx	46637220	1						
21991601954	vanavond	2010-08-24 11:00:00	snel een staart in, mijn haar zit niet en ik moet vanavond toch trainen :P	27860037	0	trainen p	WW(inf,vrij,zonder) N(soort,ev,basis,zijd,stan)	0.25			
21991616098	vanavond	2010-08-24 11:00:00	@RamonLuth Nog aanraders voor #noorderzon? Ga vanavond denk ik maar eens een kijkje nemen.	99119270	0	kijkje nemen	N(soort,ev,dim,onz,stan) WW(inf,vrij,zonder)	0.5			
21991617388	vanavond	2010-08-24 11:00:00	Er dreigt een #twitterrel tussen @umarebru en @sylviawitteman, ff kijken of ze @rtl_boulevard of @shownieuws6 van vanavond halen #komkommer	76035071	1						
21991649961	vanavond	2010-08-24 11:00:00	Nu naar me baby, dalijk ook met chess vanavond met liwenda	132230156	1						
21994832330	vanavond	2010-08-24 12:00:00	Nu pauze tot kwart over 2 en dan nog 3 uur en 3 kwartier werken yeaaaahh vanavond maar ff serieus sporten en me kleding kast opruimen	87305755	0	kast opruimen	N(soort,ev,basis,zijd,stan) WW(inf,vrij,zonder)	0.75			
21994849537	vanavond	2010-08-24 12:00:00	En vanavond alweer een etentje met een ex (collega)...  Gezellie!	149891828	0	ex collega	SPEC(vreemd) N(soort,ev,basis,zijd,stan)	0			
21994849892	vanavond	2010-08-24 12:00:00	Volg mij als je vanavond live verslag wilt van onze kennisavond bij #yacht Utrecht #yachtmarcom @jwalphenaar @qibiq @paulinehoekstra	182352008	1						
21994851888	vanavond	2010-08-24 12:00:00	Aah. Moet dat nou? #laatstevakantiedag #tent RT @BuienRadarNL: Vanavond in het noorden pittige buien en wind.	77800384	1						
21994853776	vanavond	2010-08-24 12:00:00	RT @meestersipke: RT @hetklokhuis: Vanavond 18.23 uur op Ned. 3 in Het Klokhuis: hoogbegaafde kinderen. http://www.hetklokhuis.nl/agenda	121087590	1						
21998620015	vanavond	2010-08-24 13:00:00	Vanavond zie ik mijn dinnie @Shannnuu eindelijk weer is!	133791135	0	dinnie shannnuu	N(soort,ev,basis,zijd,stan) N(soort,ev,basis,onz,stan)	0			
21998626969	vanavond	2010-08-24 13:00:00	vanavond denk ik maar eens even bij scemmeloord wedstrijd kijken	55801187	0	wedstrijd kijken	N(soort,ev,basis,zijd,stan) WW(inf,vrij,zonder)	1			
21998632631	vanavond	2010-08-24 13:00:00	vanavond na rian morgen laura hier, donderdag naar danny? en dan is et al weer weekend.	94620750	0	laura hier	N(soort,ev,basis,zijd,stan) VNW(aanw,adv-pron,obl,vol,3o,getal)	0			
21998646561	vanavond	2010-08-24 13:00:00	Benieuwd wat Juutie vanavond in het pannetje heeft	125397353	1						
21998649353	vanavond	2010-08-24 13:00:00	@JoepTalk @Moontje85 #leuks #mailbox Joep ik lees net dat ik vanavond in je mailbox zit,	144611750	1						
22002574411	vanavond	2010-08-24 14:00:00	Moet vanavond trainen maar ben zo moee ☹	115440229	0	moet trainen	WW(pv,tgw,ev) WW(inf,vrij,zonder)	1			
22002603933	vanavond	2010-08-24 14:00:00	Bij @KippKoRN thuis... vanavond gaan we Roti eten en daarna naar scouting... :)	44582430	0	roti eten	N(soort,ev,basis,zijd,stan) WW(inf,vrij,zonder)	1			
22002607236	vanavond	2010-08-24 14:00:00	Moet vanavond trainen maar ben zo moed ☹	115440229	0	trainen moed	WW(inf,vrij,zonder) N(soort,ev,basis,zijd,stan)	0.25			
22002613154	vanavond	2010-08-24 14:00:00	@sasjabrouwers1 vanavond eet ik bij xander, misdchien waai ik dasrna nog wel ff aan, als je thuis bent..... X	115614241	0	eet xander	WW(pv,tgw,ev) N(soort,ev,basis,zijd,stan)	0.5			
22002625393	vanavond	2010-08-24 14:00:00	@MartineMBee dank voor de rt! tot vanavond.	94056846	1						
22007065256	vanavond	2010-08-24 15:00:00	Maar een dikke trui meenemen vanavond, zal best fris zijn!	37442259	1						
22007068480	vanavond	2010-08-24 15:00:00	hard gewerkt vandaag en toch nog weer veel heen en weer gemail over de raad van vanavond, ik heb vertrouwen in  gezond verstand!	152668671	1						
22007069739	vanavond	2010-08-24 15:00:00	Weer even lekker geklust aan de vedo kar. Paar barkrukjes geverft in de oranje-zwarte kleuren van Vedo. Vanavond lekker trainen!	103619020	0	 trainen	[u'WW(inf,vrij,zonder)']	1			
22007076840	vanavond	2010-08-24 15:00:00	ik eet heerlijke patatjes en vanavond gaat dat er weer vanaf met joggen:$	84406158	0	eet heerlijke patatjes vanaf	WW(pv,tgw,ev) ADJ(prenom,basis,met-e,stan) N(soort,mv,dim) VZ(init)	0			
22007092505	vanavond	2010-08-24 15:00:00	"@Anja_83 je zou de nummers van mijn kinders nog door gegeven\
ik wil ze namelijk vanavond bellen..."	106703568	0	gegevenik bellen	N(soort,ev,basis,onz,stan) WW(inf,vrij,zonder)	0			
22011575922	vanavond	2010-08-24 16:00:00	VANAVOND KOMT JIMMY JIMBO HIER MET EEN SOMBRERO	134049238	0	met sombrero	VZ(init) N(soort,ev,basis,zijd,stan)	0			
22011577281	vanavond	2010-08-24 16:00:00	Vanavond 1 waarschijnlijk de laatste keer met trainingsgroep Meerkerk mee. Vanaf volgende week aan t klussen in ons nieuwe huisje	23343074	0	trainingsgroep meerkerk	N(soort,ev,basis,zijd,stan) N(soort,ev,basis,onz,stan)	0.5			
22011594872	vanavond	2010-08-24 16:00:00	@Kajrietberg Heb jou zojuist ´n mail gestuurd en dan een stuk of 8 keer dezelfde. :$ extreem trage PC, vanavond wordt mijn laptop geleverd!	121701488	1						
22011599070	vanavond	2010-08-24 16:00:00	Ik ga een korte broek zoeken en een lange voor vanavond, een voetbalshirt en al die andere shit	148786878	1						
22011602824	vanavond	2010-08-24 16:00:00	Verjaardag brother. Vanavond geen rooi voor mij. Morgen dan maar weer?!!!	74273617	1						
22015860633	vanavond	2010-08-24 17:00:00	Pff dat was me het dagje wel weer! Kapot! En dan vanavond ook nog naar de kroeg! haha heb het toch zooo zwaar ;)	172911852	0	naar kroeg	VZ(init) N(soort,ev,basis,zijd,stan)	1			
22015880498	vanavond	2010-08-24 17:00:00	Klaar met hockey, vanavond weer naar me schatje @Jansiee.	109283995	0	schatje jansiee	N(soort,ev,dim,onz,stan) N(soort,ev,basis,zijd,stan)	0			
22015882901	vanavond	2010-08-24 17:00:00	wat zullen we vanavond eens gaan doen???	159184320	1						
22015893012	vanavond	2010-08-24 17:00:00	@petergrunn Lang zullen die #onzinTweets door gaan, Gefeliciteerd en op naar de volgende 2oooste!! Have Fun vanavond;-)) #OveralNoodweer	85795990	1						
22015893095	vanavond	2010-08-24 17:00:00	Dus na vanavond ben ik een brunette	92054765	1						
22019756199	vanavond	2010-08-24 18:00:00	RT @Sjahiena: Weer #sneakpreview vanavond. Lijkt eeuwen geleden. Is het ook wel.	90420905	0	sjahiena sneakpreview	SPEC(deeleigen) N(soort,ev,basis,onz,stan)	0			
22019759335	vanavond	2010-08-24 18:00:00	"Kijk vanavond om 20:30 naar de Film \Revenge of the Nerds IV: Nerds in love\"" op RTL 7 - http://bit.ly/dwRHVy #film"""	31713761	1						
22019793329	vanavond	2010-08-24 18:00:00	Ok dat word voor mij vanavond rtl7 kijken. Guesthouse Paradise :x De commercial leek me wel geinig iig	71017512	0	rtl7 kijken	N(soort,ev,basis,zijd,stan) WW(inf,vrij,zonder)	1			
22019826491	vanavond	2010-08-24 18:01:00	Volg vanavond de tussenstanden van de Champions League hier: http://bit.ly/adO5mu #CL #samwer	176466509	1						
22019834355	vanavond	2010-08-24 18:01:00	Oh mag geen dvdtje kijken, ik val toch halverwege in slaap. Stom hoor! Is er iets op #tv dan #vanavond?	155854740	1						
22073654057	vanavond	2010-08-25 09:00:00	Vanavond eindelijk weer eerste training na een lange tijd niets gedaan te hebben! Zal wel zwaar worden..pff.. Maar zeker wel weer zin in!	92925976	0	lange tijd	ADJ(prenom,basis,met-e,stan) N(soort,ev,basis,zijd,stan)	0			
22073672741	vanavond	2010-08-25 09:00:00	"“@MathieuDuijst: \@bikkel023: @mathieuduijst Ja kom je na haarlem vanavond pik ?\"" &gt; Denk het wel (cont) http://tl.gd/3ar0vh"""	159415850	0	kom haarlem	WW(pv,tgw,ev) N(soort,ev,basis,zijd,stan)	0			
22073674071	vanavond	2010-08-25 09:00:00	@rick_vb ga ik vanavond boek met 200 foto's wegpushen. Ben benieuwd	68163731	0	rick_vb boek	N(soort,ev,basis,zijd,stan) N(soort,ev,basis,onz,stan)	0			
22073674931	vanavond	2010-08-25 09:00:00	@M1SNL Had er graag heen gewild Martin, maar ben druk voor m'n afstuderen. Zie ik je vanavond @ meeting #Top7?	119337648	1						
22073681536	vanavond	2010-08-25 09:00:00	Eten, zo voetballen, vanavond maar weer waterpijpen	167062521	0	 waterpijpen	[u'N(soort,mv,basis)']	1			
22076317413	vanavond	2010-08-25 10:00:00	@kool24 zorg maar dat je klaar staat. Even je zinnen verzetten met een match als vanavond in het verschiet kan nooit geen kwaad.	29269487	1						
22076350794	vanavond	2010-08-25 10:00:00	Vanavond Ajax kijken. Voor mij een win-winsituatie. Winnen ze, leuk en goed voor NL voetbal, verliezen ze, ook leuk (#leedvermaak).	19062540	0	ajax kijken	N(soort,ev,basis,zijd,stan) WW(inf,vrij,zonder)	1			
22076356625	vanavond	2010-08-25 10:00:00	We gaan de week weer ff doorzagen, gaat veel te snel zo..... maar vanavond een kans op de CL volgende ronde.. GR maar naar de donderdag??	44333808	1						
