TWEETID		DATE	TWEET	USERID	ACTIVITY (Y/N/U)	activity	
22165283768	vanavond	2010-08-26 10:00:00	Optimist!!!!! RT @adversa: Note to self: niet vergeten om vanavond tuin te sproeien.	70172972	Y	tuin sproeien	
22165295723	vanavond	2010-08-26 10:00:00	RT @FritsHuffnagel: Gerucht: vanavond is er een tv-actie van giro 555 voor de getroffenen van de  wateroverlast in Nederland.	110090517	N		
22165308242	vanavond	2010-08-26 10:00:00	Nou, het zal bij benieuwen welke mensen vanavond zomaar even wat gaan eten bij Den Draek. Of naar koopavond gaan. #regendag	77811875	U		
22165321694	vanavond	2010-08-26 10:00:00	@loeskoolhof Ja ik werk vanavond aan mijn bier gehalte :-) @thijskoolhof pakketjes met Salland Koeriers hé? Niet vreemdgaan met TNT..	118991519	Y	aan bier gehalte werken	
22165326409	vanavond	2010-08-26 10:00:00	@freemanspickup jullie spelen in Zwolle dus binnen begrijp ik? Vanavond hier in de tuin hoor, tent staat, binnen alles droog	48676060	N		
22168219330	vanavond	2010-08-26 11:00:00	Deze moeten tanden zoeken op de grond vanavond http://www.aegee.utwente.nl/enschede/v/Kick-In+2010/ON+the+move/P1010295.JPG.html	47678334	N		
22168232051	vanavond	2010-08-26 11:00:00	... en wie gaat er vanavond waterscheppen!? Ikke! - RT @SteldwartEtter: Wie gaat er vanavond naar Jurk!? Ikke!	57328832	Y	naar Jurk	
22168243391	vanavond	2010-08-26 11:00:00	@ikbendiana ja zeker. Ik zit trouwens al op school deze week. En ik moet nu weg, je hoort het wel vanavond, doeg!	106969533	N		
22168245278	vanavond	2010-08-26 11:00:00	Overmorgen een 21 diner. Ik ben dus aan m'n MJ verplicht vanavond zaalavondje mee te pakken. #traditie in ere houden. #score	107984639	Y	zaalavondje mee pakken	
22168248381	vanavond	2010-08-26 11:00:00	Wat ben jij vroeg op! Wat wil je eten vanavond?? @DannyLaDiva	121567183	N		
22171427021	vanavond	2010-08-26 12:00:00	Vanavond stappen? Bij het Vliegende Paard heb je al een cocktail voor 4 euro!	24786772	N		
22171432275	vanavond	2010-08-26 12:00:00	Reactie door Liske; Ik was op zoek naar een witlofrecept voor vanavond. Dit gaat hem worden, met een extra... http://kookjij.nu/Vn4Hrn	42867801	N		
22171437999	vanavond	2010-08-26 12:00:00	Het komt hier weer met bakken uit de lucht. Hopelijk is het vanavond wat beter in Raalte....	28862133	N		
22171460396	vanavond	2010-08-26 12:00:00	@Ammie89 Haha ja dat bedoelde ik ook, gaaf dat ze vanavond opmag!:D	79540435	N		
22171464657	vanavond	2010-08-26 12:00:00	Bokbier, winterbier, je krijgt er trek in! Vanavond maar eens beginnen met een Korbinian van Weihenstephan, gaat best lukken!	44881822	Y	bier drinken	
22175325209	vanavond	2010-08-26 13:00:00	RT @loekai: Wie gaat er vanavond naar cordes?	169687109	N		
22175340486	vanavond	2010-08-26 13:00:00	@sjannekes we moesten er net overstappen van trein. Maar zelfs dat kon niet normaal :s we zijn vanavond weer in #twente	52137538	Y	naar twente	
22175353238	vanavond	2010-08-26 13:00:00	RT @Liefdevolle: RT @AliasDeLange: Ik ga me money grijpen mense, tot vanavond !!! ♥ » doeidoei xx &gt;&gt; ♡	137778490	N		
22175357535	vanavond	2010-08-26 13:00:00	Feyenoord vanavond lekker met 11 man verdedigen en op de 0 spelen, net als Ajax, de uitvinders van het aanvallende voetbal gister... #fail	64957827	N		
22175367581	vanavond	2010-08-26 13:00:00	Net ff Mario Kart op de Wii gespeeld, vanavond Modern Warfare 2 op de xbox360. #langlevehetkindinmij	19073515	Y	gamen	
22179756706	vanavond	2010-08-26 14:00:00	Op bed, auw been!! Ff proberen te slapen.. Vanavond met m'n krukken oefenen!	142424949	Y	met krukken oefenen	
22179763664	vanavond	2010-08-26 14:00:00	@MaaikeS hoe voel je je? gaat het nog lukken om vanavond op te treden? vergeet je niet boeken mee te nemen om te verkopen?	19070264	N		
22179777185	vanavond	2010-08-26 14:00:00	Vanavond geen trainen Tricht C2 i.v.m. het weer. http://tinyurl.com/2c442a4	59762038	N		
22179790108	vanavond	2010-08-26 14:00:00	@clodaghbirch i feel u!!! Ik ga ook hele dag bankhanging, vanavond naar hva-party waarvan jij niet meer weet of t leuk was :p	181745852	Y	party	
22179791804	vanavond	2010-08-26 14:00:00	Wat zal ik eens eten vanavond	164968488	N		
22184526608	vanavond	2010-08-26 15:00:00	De jongens zijn eruit, vanavond moet ik gehaktballen maken! #mijnspecialiteit	32835308	Y	gehaktballen maken	
22184528591	vanavond	2010-08-26 15:00:00	Missie voor op de vanavond op bank: RT @Jochemlub: @remcodoeve stoer he, eens kijken of we @Bea0703 hoger krijgen	161689849	N		
22184530601	vanavond	2010-08-26 15:00:00	Vanavond (ijs en weder dienende) de wiekloop (www.wiekloop.nl) in De Wijk lopen. Ga voor een PR op de 10KM...	7925552	Y	wiekloop lopen	
22184530850	vanavond	2010-08-26 15:00:00	@LeOniiee0303 ja dank je wel!! Jij ook als je vanavond vrij bent! Xxxx	171603489	N		
22184542247	vanavond	2010-08-26 15:00:00	Zo, weer een opdracht klaar! Vanavond lekker even niks.	82874384	Y	niks doen	
22189267161	vanavond	2010-08-26 16:00:00	teller staat al op 10 miljoen #555 daarmee spuug ik 10 miljoen keer al die boehoeroeperts in hun smoel, vnvnd ff 50 eurie overmaken	79280100	Y	geld overmaken	
22189271885	vanavond	2010-08-26 16:00:00	Is leuk meld zich net iemand aan op Linkedin bij ons en komt vanavond al meteen eten. Hij zit niet op twitter volgens mij	46930697	Y	eten bij iemand	
22189279877	vanavond	2010-08-26 16:00:00	Moe, hopelijk is @leroywoudstra nog een beetje lief voor me vanavond.	59208956	N		
22189319711	vanavond	2010-08-26 16:00:00	Machteld kookt vanavond. Nu hopen dat het lekker wordt. (: #starving	146791205	Y	koken	
22189323243	vanavond	2010-08-26 16:00:00	beste lieve volgers, wij gaan mij toch niet teleurstellen vanavond toch ? wij geven niet aan de 555-maffia maar aan artsen zdr gr. giro 4054	55781704	N		
22193884316	vanavond	2010-08-26 17:00:00	Lekker gegeten wil wat doen vanavond	148402198	N		
22193892302	vanavond	2010-08-26 17:00:00	Reactie door beccie; Heb vanavond de aardappels gemaakt, heerlijk, echt een top recept! :D http://kookjij.nu/Piyedg	42867801	N		
22193895268	vanavond	2010-08-26 17:00:00	Na Ajax ok twente een geweldige poule met inter, werder bremen en de spurs. Leuk hoor. Als 010 vanavond z'n best doet is het feest compleet.	97704396	N		
22193918222	vanavond	2010-08-26 17:00:00	Vanavond is de opening van Monki in Amsterdam. Vriendinnetje Mieke is daar storemanager. Het weekend eens ff kijken :) http://ow.ly/2vh0z	34220416	N		
22193926024	vanavond	2010-08-26 17:00:00	@WWRYNL Ben onderweg maar heel veel problemen met de trein! Meer mensen hier komen vanavond te laat.. Kunnen jullie om 20:10 starten please?	32973153	N		
22197954911	vanavond	2010-08-26 18:00:00	Dus ik wil vanavond eigenlijk tappen	99576209	Y	tappen	
22197956003	vanavond	2010-08-26 18:00:00	Vanavond in de Supermarkt in Dwn Haag van 00:15 tot 03:00 DJ Sabretooth & Monkey Miracular met de Fuck-off Soundsystem + Jacob de Juwelier	27922135	N		
22197957547	vanavond	2010-08-26 18:00:00	@RonMeijer @JaapReijm succes vanavond, ik luister ook weer een keer op het moment dat het live is. (ipv gemist)	53710879	N		
22197960132	vanavond	2010-08-26 18:00:00	"Kijk vanavond om 20:30 naar de Film \Welcome to the jungle\"" op RTL 5 - http://bit.ly/dhqJjI #film"""	31713761	N		
22197968125	vanavond	2010-08-26 18:00:00	Iemand nog wat leuks van plan vnvnd?	121889414	N		
22251839297	vanavond	2010-08-27 09:00:00	Vanavond wordt het startsein van de ZomerJazzFietsTour(27/28) gegeven #nzon10 22:00 uur Jazz op Zuid - Electric Barbarian http://ow.ly/2vAKI	79400187	N		
22251858578	vanavond	2010-08-27 09:00:00	@RonalsvanGhoed Vanavond bij het vuurwerk regent het niet hebben we afgesproken.	141525249	Y	afspreken met vrienden	
22251869337	vanavond	2010-08-27 09:00:00	Ga vanavond maar niet al te laat slapen!	39302026	Y	vroeg slapen	
22251874439	vanavond	2010-08-27 09:00:00	Vanavond eindelijk weer bijkletsen met ons lieve vriendinnetje Sil!!!	46207563	Y	bijkletsen met vrienden	
22251877878	vanavond	2010-08-27 09:00:00	Ik heb zin om vanavond eindelijk weer eens een filmpje te huren, wie heeft een leuke tip?	73828334	Y	film huren	
22254600377	vanavond	2010-08-27 10:00:00	het is 12 uur omkleden enzo dan naar de stad , vanavond weer naar fam toeee (L)	129200893	Y	naar familie	
22254606792	vanavond	2010-08-27 10:00:00	"@maarten03 Kee Coool Hoow het  ;) ik ga vanavond naar \the expendables\"" met alleen maar goeie acteurs &lt;3"""	28319358	Y	naar film	
22254615545	vanavond	2010-08-27 10:00:00	Koffie drinken bij vita en daarna werken op domburg, vanavond weer dansjes doen in de saloon!!!	40200252	Y	dansen	
22254625805	vanavond	2010-08-27 10:00:00	Boodschappen voor mn culinaire gerecht zijn binnen! (A) Nu hopen dat t ook echt iets wordt vanavond!	106217425	N		
22254650396	vanavond	2010-08-27 10:01:00	Pfft, wat ben ik kapot.. 2 uur slaap gehad en dan nu standje bouwen @Nieuwegein en vanavond tot laat nog ff een partijtje lopen :s	89947886	Y	partijtje lopen	
22257527506	vanavond	2010-08-27 11:00:00	Aan het werk.. Vanavond lief in het nieuw steken..	3770991	Y	lief in nieuw steken	
22257527787	vanavond	2010-08-27 11:00:00	Heerlijk klaar met hertentamens!! vanavond effetjes met @tessaalblas bij een vespa kijken in nb. En dan is het weer weekend!!!	111758422	Y	bij vespa kijken	
22257532258	vanavond	2010-08-27 11:00:00	wat een dode dag. ik heb wel zin in vanavond :). shit studenten ov chipkaart vergeten, dus moet toch nog langs huis	93215797	N		
22257536101	vanavond	2010-08-27 11:00:00	"Vanavond word ook\
Lol hoop dat ik het ga halen anders houd @daphne12bieber me\
Wel wakker :)"	128936253	N		
22257539790	vanavond	2010-08-27 11:00:00	Vanavond optreden in sassenheim 20:15 wie komt er nog meer gezellig	181742313	Y	optreden	
22260813648	vanavond	2010-08-27 12:00:00	Vanavond DJ Travolta! Met muziek uit de jaren '80, '90 en '00! En een paar plaatjes uit de huidige top 40.	24786772	N		
22260816715	vanavond	2010-08-27 12:00:00	#restaurant van vandaag: Mezza Luna. Castricum, Vanavond Club Mezza. Met live muziek tijdens eten &amp;... http://www.smul.nl/5ymlai3j	44595633	N		
22260817753	vanavond	2010-08-27 12:00:00	Lekker douche met schatjelief en dn richting huis en vanavond weer fyn werkenn van 5 tot 9, blugh!	93388115	Y	werken	
22260835295	vanavond	2010-08-27 12:00:00	@Jiroclefey Mocht je nog geen plannen hebben: ik heb een film gehaald voor vanavond (en een chickfilm voor vanmiddag).	25803878	N		
22260847529	vanavond	2010-08-27 12:00:00	@tynoz89 we gaan vanavond wel naar tl! Ik rij, dus zal ik je thuis ophalen. Dan halen we Dennis op bij de Mac?	166331261	Y	naar tl	
22264571466	vanavond	2010-08-27 13:00:00	@kleineDstar ahww hoeso vanavond 10 uur thuis:d hoe heb je dat voor elkaar gekregen ♥u	153116567	N		
22264576899	vanavond	2010-08-27 13:00:00	@Harm__Edens Ga je vanavond in #OnAir uitvogelen wie er in het pak van Pino zit? Eindelijk!	75064623	N		
22264600553	vanavond	2010-08-27 13:00:00	Tiramisu gemaakt voor t etentje van vanavond ...	27431882	N		
22264610089	vanavond	2010-08-27 13:00:00	@SalariS Vind je het een goed idee dat je vriendin vanavond ook mee op stap gaat? Of is het een mannen avond?	179672622	N		
22264611765	vanavond	2010-08-27 13:00:00	Eergister geshopt. Gister boodschappen enz gedaan. Vandaag naar de stad voor dit en dat. Vanavond uit eten. Bladiebla @ my perfect life.	94799968	Y	uiteten	
22268923667	vanavond	2010-08-27 14:00:00	Denk toch maar dat ik niet ga trainen vanavond!	110968251	N		
22268933431	vanavond	2010-08-27 14:00:00	RT @eigenbeurs: Vanavond weer brainstormen over #snodeplannen bij 't Hoes vaan Brand op het #Preuvenemint #Maastricht	88410119	Y	brainstormen	
22268933451	vanavond	2010-08-27 14:00:00	De Uitmarkt begint vandaag! Vanavond 18:50 op Nederland 2 is er een speciale live-uitzending van Opium op de Uitmarkthttp://ow.ly/2vG3U	18214518	N		
22268935262	vanavond	2010-08-27 14:00:00	Als ik geen verjaardagsfeest op de planning had.. RT @xSooophie: Joe! Vanavond @TheMadTrist op @ZPFvenlo! Allemaal komen dus (:	63806285	N		
22268945298	vanavond	2010-08-27 14:00:00	Dokter heeft net een flinke puist uit m´n rug gesneden, dus verwacht vanavond bij de profronde geen goedbedoelde porren of schouderklopjes.	116437367	N		
22273722577	vanavond	2010-08-27 15:00:00	Waterskien op het Ermerstrand met collega's! Personeelsuitje! Vanavond bbq en lekker borrelen!	112674882	Y	bbqen	
22273743599	vanavond	2010-08-27 15:00:00	Gaat pleinfeest vanavond wat worden?	144876328	N		
22273754618	vanavond	2010-08-27 15:00:00	Met kim alles klaarmaken voor vanavond, nu is mn haar aan de beurt. #spannenddd	99508261	N		
22273755590	vanavond	2010-08-27 15:00:00	Wat moet ik koken vanavond	146006442	N		
22273758037	vanavond	2010-08-27 15:00:00	Lekker weekend...eindelijk na een heftige week..even tot rust komen vanavond in de bioscoop: Inception #bioscoop	55854890	Y	naar bios	
22277815552	vanavond	2010-08-27 16:00:00	doet een weekendje Limburg! Vanavond 19u30: Under My Skin. En om 20u30 Wie (ook zaterdag en zondag). limburgfestival.nl	88900734	N		
22277817900	vanavond	2010-08-27 16:00:00	Misschien dat ik vanavond wel even een filmpje ga kijken #niettelaatmaken	129763504	Y	film kijken	
22277825951	vanavond	2010-08-27 16:00:00	Vanavond proberen vroeg te slapen, want om 1.45 u. gaat de wekker en om 2.15 vertrek ik op vakantie, 5.15 u. vliegen, heb er zin in!!!!	80319376	Y	vroeg slapen	
22277827721	vanavond	2010-08-27 16:00:00	"tas in pakke voor naar me vader \
zal ik vanavond me verjaardags kado al krijge bij me vader of moet ik nog w8ten"	110484323	N		
22277837961	vanavond	2010-08-27 16:00:00	@Teun_vd_Heijden: eerlijk gezegd wil ik vanavond ff chillen. Maar goed, dat zeg ik nu...	28790132	Y	chillen	
22282405290	vanavond	2010-08-27 17:00:00	Het is weekend! Vanavond Mathieu & Guillaume op de Vrolijke vrijdagen in Mol. Waar zijn die handjes? http://youtu.be/Ulb3ApG6a48	26887228	N		
22282406184	vanavond	2010-08-27 17:00:00	RT @AT5: Vanaf vanavond staat de stad weer in het teken van dans, muziek en theater tijdens de UITmarkt. http://at5.nl/s/chs	122393513	N		
22282410416	vanavond	2010-08-27 17:00:00	@Keesvanwieren haha had niet van dei dacht dast vanavond fut soust	149951892	N		
22282416450	vanavond	2010-08-27 17:00:00	Het is weekend! Vanavond Mathieu & Guillaume op de Vrolijke vrijdagen in Mol. Waar zijn die handjes? http://youtu.be/Ulb3ApG6a48	57313778	N		
22282421455	vanavond	2010-08-27 17:00:00	@Brilbaas ik ga denk ik sowieso niet vanavond, maybe morgen!	37757422	N		
22286624861	vanavond	2010-08-27 18:00:00	"Kijk vanavond om 20:30 naar de Film \The transporter\"" op RTL 5 - http://bit.ly/bxMEqq #film"""	31713761	N		
22286625771	vanavond	2010-08-27 18:00:00	De grote tent staat vol vrijwilligers die graag willen beginnen met de jeugdweek 2010, vanavond start voor leiding, morgen voor de kinderen	20998437	N		
22286633793	vanavond	2010-08-27 18:00:00	@janrez aaah wat zijn de plannen voor vanavond?	95257770	N		
22286639146	vanavond	2010-08-27 18:00:00	Ik weet niet wat ik aan moet vanavond.	33281582	N		
22286641255	vanavond	2010-08-27 18:00:00	Weekend....vanavond  niks  meer doen. Morgen weer een dag	114547137	N		
22339972142	vanavond	2010-08-28 09:00:00	De normale huishoudelijke klusjes....maar vanavond wel voor het eerst sinds lange tijd op stap...	178384718	Y	op stap	
22340002443	vanavond	2010-08-28 09:00:00	vanavond #mynameis @ rtl 4 ik zag dat er ook een jongetje @justinbieber ging na doen	67843478	N		
22340012769	vanavond	2010-08-28 09:00:00	Ik ga vanavond naar zoetermeer	157724317	Y	naar zoetermeer	
22340022658	vanavond	2010-08-28 09:01:00	Gaat vanavond 's ff lekker aan de TRIVIA pubquiz. proost! (21:30 - oude veiling - gratis - geen inschrijving)	24436483	Y	aan pubquiz	
22340026963	vanavond	2010-08-28 09:01:00	Vanavond met @ZoukNatinha naar het Brasazouk zaterdag feest zie ik Jaime (zoukteacher brasil) toch nog! #happy	15904187	Y	naar feest	
22342447229	vanavond	2010-08-28 10:00:00	Vanavond op de buis: ... Check aanvangstijden op http://mrmovie.nl	6614062	N		
22342451503	vanavond	2010-08-28 10:00:00	Als het vanavond ook dit weer is met tropical night, vind ik het niet leuk!	110159405	N		
22342452754	vanavond	2010-08-28 10:00:00	Ook al heb ik amper geslapen, ik voel me echt niet moe. Dat komt vanavond waarschijnlijk haha	115361529	N		
22342453585	vanavond	2010-08-28 10:00:00	Zo, aan het parcours van La Vuelta in Sevilla. Vanavond, in het donker, ploegentijdrit. http://yfrog.com/mzblrj	20711524	N		
22342455501	vanavond	2010-08-28 10:00:00	@laulau88 Ik werk vanavond een paar uurtjes voor Ruben:) Ga je nog de stad in vanavond?	42006651	N		
22344995183	vanavond	2010-08-28 11:00:00	@hedonzwolle zijn er voor vanavond nog kaarten?	101875395	N		
22345002663	vanavond	2010-08-28 11:00:00	Misschien moeten wij ook wel niet vanavond	154176285	N		
22345002777	vanavond	2010-08-28 11:00:00	@HartjeEmma Hoe kan dat? ö && Kom je vanavond ook mee naar de Vesting? (A) Gisteren al geweest met hele (cont) http://tl.gd/3cd08t	176598307	N		
22345008539	vanavond	2010-08-28 11:00:00	@Dedetjee gelezen ! :p maar nu weet ik natuurlijk niet wat ik moet schrijven vanavond of vanmiddag :p	112769261	N		
22345008410	vanavond	2010-08-28 11:00:00	Zo, weer lekker glad, dus @naadjoo kan gerust met me over straat vanavond #geschoren	154131920	N		
22347726685	vanavond	2010-08-28 12:00:00	Vanavond weer een dikke disco in Het Vliegende Paard. Vanaf 23:00 uur een live dj die de leukste plaatjes draait!	24786772	N		
22347734868	vanavond	2010-08-28 12:00:00	@Annicke haha, ik ben ook naar de klote en vanavond weer..	124241076	N		
22347736325	vanavond	2010-08-28 12:00:00	vanavond koken in delft,ik hoop dat die pindakaasfabriek dicht is!	106700218	Y	koken	
22347738645	vanavond	2010-08-28 12:00:00	Vanavond eten bij Diga met @daniellekool @lifeofjoyce @aveflow! Leuk! #restaurantweek	27207852	Y	eten bij iemand	
22347746405	vanavond	2010-08-28 12:00:00	; oke vanavond gaat toch nog dooor ; mn pa heeft mn mama overgehaald.	141273677	N		
22351009530	vanavond	2010-08-28 13:00:00	Even ontbijten en dan niks meer eten voor wokkie vanavond jeej	100308292	N		
22351013263	vanavond	2010-08-28 13:00:00	Voor diegene die vanavond naar Salt-n-Pepa in de @Effenaar gaan. Een opwarming: http://ow.ly/2vYnj en http://ow.ly/2vYnk #HaveFun in #Brbnt	76151045	N		
22351013529	vanavond	2010-08-28 13:00:00	Voor diegene die vanavond naar Salt-n-Pepa in de @Effenaar gaan. Een opwarming: http://ow.ly/2vY7V en http://ow.ly/2vYjP #HaveFun in #Brbnt	85389050	N		
22351040794	vanavond	2010-08-28 13:00:00	Ik hoor @StibinhoMusic wilt weer zijn jeugd herleven vanavond # KABOELAREDJO	114087581	N		
22351042521	vanavond	2010-08-28 13:00:00	RT @Tekabee_: Ik wil vanavond naar de Mac.	94328129	Y	naar de mac	
22354809231	vanavond	2010-08-28 14:00:00	Dalijk om half 5 Boris. Om half 9 vanavond @TimKnol !!!!!! #spijkenissefestival	39246471	N		
22354817987	vanavond	2010-08-28 14:00:00	RT @LoveSylvana: Vanavond home alone en ik mag mensen uitnodigen van mama, niceeee! &gt; Hoooi	88985089	N		
22354833331	vanavond	2010-08-28 14:00:00	"vanavond uit eten met de whole family van m'n vaders kant + alle kinderen en klein kinderen van me \stief\"" oma"""	42188939	Y	uiteten	
22354843605	vanavond	2010-08-28 14:00:00	RT @IAMILL: RT @LoveSylvana: Vanavond home alone en ik mag mensen uitnodigen van mama, niceeee! &gt; Hoooi • Hey hey	88466070	N		
22354865544	vanavond	2010-08-28 14:00:00	Ik heb de duitsers geholpen met de schotelantenne. Vanavond best of Rudi Carell op TV wil je toch niet missen.	52421585	N		
22359121028	vanavond	2010-08-28 15:00:00	terug van de fotoshoot, was superleuk! nu naar Annabel, en vanavond naar oom & nicht 50ste en 18de verjaardag :)	141991862	Y	naar familie	
22359133298	vanavond	2010-08-28 15:00:00	oke als 'k vanavond hoofdpijn heb, weet ik waarom.	135555879	N		
22359139897	vanavond	2010-08-28 15:00:00	Als @LorieLD niet uit zou gaan zou ik vanavond met 'm hangen	98402144	U	uitgaan	
22359147741	vanavond	2010-08-28 15:00:00	@Maxhz Jo! die is echt chill. oké die wil ik ook haha! Xd have fun vanavond	28051297	N		
22359176693	vanavond	2010-08-28 15:00:00	Ik ga vanavond naar een tentfeest. Jaja.	33255591	Y	naar tentfeest	
22363806916	vanavond	2010-08-28 16:00:00	RT @ttrisss: RT @Tekabee_: RT @ttrisss: Wie gaat uit vanavond? / 'k hoor kapot veel mensen gaan»Ja maar jullie gaan wow of niet?/ als 'k mag	75349159	N		
22363807427	vanavond	2010-08-28 16:00:00	snotverkouden.... muuuh!! Vanavond geen feestjes en biertjes maar thee en een soepje hehe... #missschieneenbiertje	36333475	Y	thee drinken	
22363822659	vanavond	2010-08-28 16:00:00	Eindelijk thuis, vraag me af wat we vanavond eten, vast niet hetzelfde als gisteren :p	102939887	N		
22363839879	vanavond	2010-08-28 16:00:00	Tot 21.00 uur vanavond: het Xnoizz Flevo Festival 2010 op themakanaal Spirit 24! Meer info: www.spirit24.nl	21440728	N		
22363840529	vanavond	2010-08-28 16:00:00	@xnoizz Tot 21.00 uur vanavond: het Xnoizz Flevo Festival 2010 op themakanaal Spirit 24! Meer info: www.spirit24.nl	21440728	N		
22368309028	vanavond	2010-08-28 17:00:00	@Mindayin Jep! Geblesseerde terug, Ali Bousabank back on the track! Moet goed komen vanavond, al is het zonder mijn stem ;)	20840370	N		
22368310712	vanavond	2010-08-28 17:00:00	@MrYurben zeg ff tegen wes dat ik jullie vanavond wel zie in de stad, tis ook party in arendskerke! Hallee	170025181	Y	afspreken met vrienden	
22368330318	vanavond	2010-08-28 17:00:00	vanavond party hardy bij Joran en Marielle, heb mijn lieslaarzen al in het vet gezet :)	85175740	Y	feesten	
22368339402	vanavond	2010-08-28 17:00:00	@Charlanevk ga je zelf ook aan de lampen hangen vanavond? ;-)	24903012	N		
22368345008	vanavond	2010-08-28 17:00:00	En heb nu zoveel zin in vanavond met mn meiden!	151624923	U	afspreken met vrienden	
22372404123	vanavond	2010-08-28 18:00:00	Heulemaal niks! RT @vanmaanen: Is er nu serieus niks op tv? Zit ik daarvoor remy op de bank vanavond? :-p	9883922	N		
22372408417	vanavond	2010-08-28 18:00:00	Eens even kijken wat ik aan doe vanavond...	28098219	N		
22372409941	vanavond	2010-08-28 18:00:00	Laat mij maar liggen vanavond	161002470	Y	liggen	
22372416834	vanavond	2010-08-28 18:00:00	RT @rayennbitorina: Bankoe is wel genoeg voor vanavond, je weet hoe we doen. Ik ben koppig als 3 nullen/ bundyyyy	113013193	N		
22372422188	vanavond	2010-08-28 18:00:00	@roobin94 Jaaaa goeeed. nog wat te doen vanavond of nieeet?	182411333	N		
22424393078	vanavond	2010-08-29 09:00:00	@robvankuijk En vanavond is het weer regenbal.... Blij dat nog geen wijntjes in de kelder heb liggen....	54461331	N		
22424413082	vanavond	2010-08-29 09:00:00	Kunnen @thomasacda en @pauldemunnik vanavond niet gewoon in de Arena spelen ? #dakerop of wil Paul dat niet?	17539255	N		
22424421397	vanavond	2010-08-29 09:01:00	@Lovely_Miranda niet heel ver reizen voor mij...dus als het echt noodweer word ben ik zo weer thuis en ga ik vanavond lekker op tv kijken =P	21649669	Y	tv kijken	
22424450023	vanavond	2010-08-29 09:01:00	@mmoniek - Zou jij vanmiddag een update op de site kunnen zetten? Ik ben namelijk de hele dag weg - vanavond zet ik er 1 op!	33969811	Y	op site zetten	
22424469646	vanavond	2010-08-29 09:02:00	@xmchelle komt dat vanavond al ?	155574352	N		
22426958728	vanavond	2010-08-29 10:00:00	@Twit_Theo best wel irritant dat het niet kan worden gelinkt aan hyves :/ technologie staat voor niks hehe, tot vanavond dan!	184142291	N		
22426976781	vanavond	2010-08-29 10:00:00	Epische kater hebben, nu gezellig klussen in de achtertuin bij jis & younghoo. Vanavond weer gezellig borreltje doen!	31242158	Y	borrelen	
22426982932	vanavond	2010-08-29 10:01:00	Goedah morgeh! Eindelijk eens lekker geslapen ondanks dat ik vanochtend vroeg thuiskwam. Vandaag lekker niks doen en vanavond #vuurwerk ;D	19919960	Y		
22426985087	vanavond	2010-08-29 10:01:00	RT @Mae141188 Vnvnd weer SYTYCD! :-) // en nu voor de NL-ers onder ons? :P	33462575	N		
22426997687	vanavond	2010-08-29 10:01:00	Vanavond op nederland 1 de Avro musical sing à long om 21.15 uur. Repetities op museuplein vanaf 3 uur de repetities.	94575831	N		
22429540055	vanavond	2010-08-29 11:00:00	ik heb geen zin om mn hw te maken, ik ga vanavond wel weer verder.	149173325	Y	huiswerk maken	
22429553787	vanavond	2010-08-29 11:00:00	Wordt een moeilijke middag vanavond met vier basisspelers minder voor Utrecht. #tweutr	122597245	N		
22429554886	vanavond	2010-08-29 11:00:00	@JordivSpankeren dat gaat goed :) vanwaar die vraag :p vanavond nog vuurwerk?	161432783	N		
22429556701	vanavond	2010-08-29 11:00:00	@Mrlijn smaakte best anders. Gister nog leuk gehad ondanks mijn afwezigheid? Heb je sms niet binnengekregen;). Tot vanavond	99737408	N		
22429578745	vanavond	2010-08-29 11:01:00	Benieuwd wat ik ga vinden van Soldaat van Oranje vanavond. Wel of niet gaan zien. vind de kaartjes nogal duur. #uitmarkt	37963651	N		
22432306287	vanavond	2010-08-29 12:00:00	Vanavond Quiz Night! Doldwaze kennisquiz, met leuke prijzen. Kom ook en doe gezellig mee!	24786772	N		
22432307172	vanavond	2010-08-29 12:00:00	@judithbarreveld Sms vanavond ff als je klaar ben, dan kom ik ook die kant op!	92618821	N		
22432323088	vanavond	2010-08-29 12:00:00	Vanavond langs bij laatste Llink uitzending op Radio 1 uit R'dam: http://j.mp/a7FSDu. Veel veranderingen in programmering straks op Radio 1	14452191	Y	langs bij uitzending	
22432323317	vanavond	2010-08-29 12:00:00	@kasjeeee Ik ga ook vanavond, maar al met andere vrienden =)	18678982	N		
22432340926	vanavond	2010-08-29 12:00:00	Stiekem heb ik heel veel zin in vanavond ♥	90682672	N		
22435565785	vanavond	2010-08-29 13:00:00	Heerlijke nacht gehad met mijn lieffie, nu in bad en vanavond bruins!!	183566824	Y	bruins	
22435594375	vanavond	2010-08-29 13:00:00	Gaat stiekem voor #Genk supporteren vanavond. Ze zijn zo goed bezig in de #JPL.	24355822	Y	iets supporteren	
22435609761	vanavond	2010-08-29 13:00:00	Dit ga ik zeker doen!   RT @crishake Fotoliefhebbers opgelet! Erwin Olaf vanavond in Zomergasten http://tvgids.tv/1346370 #kijkendus	56808342	N		
22435614208	vanavond	2010-08-29 13:00:00	@mauricewijnen das dan waarschijnlijk ook het enige wat droog blijft, veel pelzier vanavond	134749090	N		
22435632376	vanavond	2010-08-29 13:01:00	Ik verveel me dood, serieus!! Is er nog iets leuks vanavond ofzo?	37177578	N		
22439385463	vanavond	2010-08-29 14:00:00	RT @Marciano_Dancer: Wie komt vanavond bij mij SYTYCD kijken op mij grote plasma en lounge bank??? ---» Ja is kutweer,kom me halen lol	88392442	U		
